	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Eggerthella	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname	k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae|g__Akkermansia	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__C2likevirus	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Flavonifractor	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Enterobacter	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Clostridiales_noname	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterellaceae_unclassified	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megasphaera
G78889	0.01012	0.02847	0.28679	1.20955	0.12991	10.28245	0.68276	0.08283	1.6980400000000002	0.0013	0.0037600000000000003	0.12433	0.83734	0.01445	0.60358	9.885010000000001	0.15386	29.786720000000003	0.24406999999999998	0.00033	0.24406	0.0	0.0	0.0	0.0	11.4909	3.00798	0.20157	0.17578	0.02482	2.03455	0.0	0.0	0.01192	24.76061	1.1110200000000001	0.15716	0.11731	0.0	0.3765
G80338	30.13519	7.75276	0.41013	0.0	0.22685	0.39651	2.26538	0.14413	0.0	4.37602	8.17951	1.32558	0.6683	0.0	0.08004	5.25769	0.05272	2.64375	0.041710000000000004	11.97574	0.08573	0.09158999999999999	0.0	1.59473	6.47786	0.015390000000000001	0.0	0.0	0.01399	0.0	5.7232	1.7563099999999998	0.0	0.05355	0.0	0.0	0.0	0.0091	0.0	0.0
G78502	5.40425	1.20553	3.8643199999999998	16.55433	0.15037999999999999	1.09005	0.71019	0.0	0.7390800000000001	47.07545	0.46902	0.31601	0.5089199999999999	0.0	0.06866	10.44849	0.0	0.58057	0.01054	1.1380700000000001	0.20954	0.2898	0.0	1.1417700000000002	0.60085	0.0	0.09177	0.0	0.02992	0.0	6.6619	0.42132	0.0	0.02586	0.0	0.0	0.0	0.007540000000000001	0.0	0.03433
G78737	61.07971	3.74378	0.08935	0.40278	0.014119999999999999	0.6585300000000001	0.24765	0.07584	1.19425	13.07273	4.92512	0.16432	0.04013	0.0	0.09226000000000001	6.39412	0.0	0.21183000000000002	0.03759	1.4092799999999999	0.03735	0.21823	0.0	1.2383600000000001	1.61205	0.0	0.0	0.0	0.009059999999999999	0.0	0.35574	0.0538	0.0	0.03269	2.0186900000000003	0.0	0.0	0.00045999999999999996	0.07841000000000001	0.0
G78663	0.15232	19.48091	9.43229	4.43267	6.1727099999999995	6.262169999999999	5.18733	0.20948000000000003	0.6644	8.753960000000001	0.015319999999999999	1.51482	10.97776	0.0	1.24563	6.9325399999999995	0.0	0.0	0.12821	14.3124	0.9826299999999999	1.0001200000000001	0.18207	0.0	0.0	0.09126000000000001	0.0	0.0	0.38833	0.0	0.10246	0.6379100000000001	0.0	0.0	0.0	0.0	0.0	0.05028	0.0	0.0
G80402	69.0959	9.54081	0.01347	0.04777	0.75043	0.34567	1.1967299999999998	0.012329999999999999	0.01661	0.70908	3.38729	0.33676999999999996	0.06172999999999999	0.00037999999999999997	0.0	2.47415	0.01266	0.0	0.03148	0.9071799999999999	0.00399	0.28775	0.49817	1.36353	1.3104200000000001	0.0	0.0	0.0	0.03475	0.0	0.0	1.0449899999999999	4.24739	0.0	0.0	0.0	0.0	0.0	1.0484200000000001	0.0
G80581	0.25651	0.13146	0.36884	0.32861	0.056679999999999994	0.03193	0.0443	0.0	0.0	0.00264	0.0081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021169999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	97.01265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17361	0.0	0.0	0.0
G78655	42.58034	4.18844	0.33385	0.0	1.2483799999999998	3.0295400000000003	0.9512299999999999	0.32241	0.0	9.02259	0.0313	0.9078799999999999	1.7583099999999998	0.0	0.32789	1.2899	0.27207	0.0077	1.16277	17.78975	0.10772999999999999	0.9260200000000001	1.28461	10.600769999999999	0.00727	0.0304	0.007259999999999999	0.0	0.0	0.0	0.0028699999999999997	0.95978	0.0	0.16138	0.0	0.0	0.0	0.00855	0.15122	0.0
G80422	45.67109	10.28132	0.21115	0.23671	0.0	1.1855	0.69414	0.20153	0.00494	0.33786	0.00265	0.09022999999999999	5.45554	0.0	0.014490000000000001	0.21075	0.018940000000000002	0.0	0.08511	29.277690000000003	0.13699	0.26183	0.0	5.375719999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026260000000000002	0.09477000000000001	0.0
G78587	40.109429999999996	6.0795900000000005	0.31842	0.08892	0.09811	1.11513	0.65494	0.39121999999999996	0.3364	5.3798	0.03589	1.69754	0.25534	0.0	0.68882	4.728	0.10011	0.00566	0.30374	25.79315	0.04419	0.13766	1.37133	8.1908	0.00938	0.13227	0.009940000000000001	0.0	0.0	0.0	0.0	1.6680599999999999	0.0	0.0	0.0	0.00061	0.0	0.0	0.10125	0.0
G78654	74.65679	3.35815	0.08521000000000001	0.01654	0.0	0.9663799999999999	1.35274	0.03916	0.0	2.16952	0.03907	0.22553	0.13022999999999998	0.0	0.05101	5.13884	0.0	0.05005	0.08479	6.97065	0.25945999999999997	0.04945	1.6871900000000002	0.24836	0.0	0.0	0.0	0.0	0.46875	0.0	0.0	1.68513	0.00432	0.0	0.0	0.0	0.0	0.0	0.13729	0.0
G80450	48.477940000000004	8.11148	0.23256	0.01898	0.0032700000000000003	0.8381	0.39266999999999996	0.31376	0.12478	2.9612	0.0	1.32371	0.19100999999999999	0.0	0.05247	2.87107	0.02072	0.0	0.08366	28.421670000000002	0.07531	0.19312	0.93396	1.79655	0.0	0.01464	0.0	0.0	0.0	0.0	0.0	2.09249	0.0	0.0	0.0	0.0	0.0	0.0	0.33194	0.0
G78586	53.93015	4.97417	0.28363	0.00588	0.29081999999999997	1.26811	0.9213100000000001	0.10329	0.41075	0.7007	0.01649	0.73046	0.34763	0.0	0.31506	7.0187100000000004	0.09062	0.0	0.23799	18.73637	0.08277999999999999	0.39407	1.02167	5.3566	0.0037799999999999995	0.01585	0.01253	0.0	0.0	0.0	0.015269999999999999	1.54872	0.0	0.0	0.0	0.0	0.0	0.0	1.0702	0.0
G80578	50.24328	1.40505	0.21829	0.03273	0.0	0.71182	0.0525	0.07837000000000001	1.93662	34.34213	0.0517	0.04879	0.55292	0.0068200000000000005	2.67624	0.0	0.18614	0.0	0.0	0.0	0.15105	0.0749	0.0	6.33029	0.0	0.0	0.0	0.05525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07902	0.0	0.005379999999999999	0.02156	0.0
G80306	62.64499	0.9033899999999999	0.00932	0.59942	0.18215	0.58133	1.43016	0.12380999999999999	0.01899	1.5570700000000002	1.61615	0.67088	0.9729	0.01349	0.014669999999999999	3.8636199999999996	0.00296	0.44827	0.0	4.33271	0.00868	0.24639	0.18996	0.0	4.95831	0.0	0.0	0.0	0.01849	0.0	2.28627	0.58877	2.64161	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G80362	80.92432	3.51001	1.91495	0.02314	0.30527	0.49346	3.6784199999999996	0.23861	0.0	0.47093999999999997	0.95058	0.07922	0.22380999999999998	0.0	0.0	1.35189	0.01456	0.0	0.10165	3.23311	0.0	0.14226	0.0	0.214	0.0	0.0	0.0	0.0	0.21281999999999998	0.0	1.7123400000000002	0.0	0.0	0.1117	0.0	0.01594	0.0	0.00475	0.0	0.02017
G78801	4.76553	84.28832	0.39971999999999996	0.01112	4.91719	0.10602	0.00817	0.06795	0.0069900000000000006	0.02965	0.23548000000000002	0.018930000000000002	0.023569999999999997	0.0	0.02044	2.69292	0.07299	0.0275	0.10668	0.0	0.00823	0.02568	0.0	0.0	0.0	0.0	0.0746	0.0	0.0	0.009940000000000001	0.00392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00784	2.04465
G78902	0.11487	94.59236	0.0795	0.00231	0.73226	0.00302	0.02543	0.0333	0.00054	0.00159	0.00889	0.007859999999999999	0.0	0.039310000000000005	0.00942	0.00124	0.0	0.00072	0.00747	0.00146	0.0	0.0	0.008190000000000001	0.0	0.00121	0.0	0.0	0.0	0.0	4.222980000000001	0.0	0.0	0.00016	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G80407	26.54225	42.542229999999996	3.2154599999999998	0.0035	1.4048200000000002	0.17708	0.9465399999999999	1.50185	0.0	0.45875	0.80962	0.03735	0.03973	0.0	0.0438	5.23221	0.02544	0.8574299999999999	0.02905	10.038889999999999	0.03719	1.00609	0.0	3.60673	0.0	0.34581999999999996	0.00134	0.0	0.13332	0.03392	0.06662	0.0	0.0	0.01782	0.0	0.11295	0.0	0.0	0.0	0.0
G69232	70.931	8.56708	5.83575	0.0	0.04775	0.54984	1.89157	0.34498	0.0	0.03385	0.70299	0.055	0.86674	0.0	0.03399	1.75375	0.0	2.41872	0.0343	4.40798	0.02721	0.21754	0.0	0.63983	0.0	0.14365999999999998	0.0	0.0	0.23242	0.0	0.07728	0.07504	0.0	0.0	0.0	0.00074	0.0	0.0	0.0	0.05345
G78908	13.295760000000001	24.877670000000002	15.11217	0.1115	0.89174	2.1829400000000003	3.5116699999999996	0.23265	1.8981599999999998	1.38731	0.03267	0.3727	0.0	0.01012	0.22629000000000002	4.10149	0.036180000000000004	0.00882	0.14951	9.57784	2.2921400000000003	6.3966199999999995	0.0	4.550330000000001	0.07515	0.05554	0.0	0.0	0.25251999999999997	0.12185	0.62062	0.0	0.0	0.22549	0.0	3.09689	0.0	0.0	0.0	0.0
G78907	24.91017	4.54014	2.4045900000000002	0.043019999999999996	0.41113	5.13351	7.3449	1.03966	0.09885	1.18034	0.18399000000000001	0.204	0.36006	0.0	0.06217	0.23376999999999998	0.0094	0.0	0.07908	3.3823300000000005	0.0	1.64898	0.06916	12.1954	1.06616	0.0	0.01985	0.0	0.33653	0.0	30.36213	0.0	0.0	0.3645	0.16354000000000002	0.015359999999999999	0.0	0.0	0.0	0.0
G78544	3.82568	76.13643	8.07756	0.011640000000000001	0.37506999999999996	0.41052	0.08522	0.05649	0.0	0.01012	0.44911999999999996	0.0	0.09802000000000001	4.73565	0.01936	0.0975	0.007509999999999999	0.0	0.038310000000000004	0.0	0.0	0.0	0.10465	0.15988	0.0	2.4426	0.028939999999999997	0.13347	0.0	0.65009	0.06047	0.0	0.0	0.0	0.0	0.0356	0.0	0.0	0.0	0.07347000000000001
G78730	20.45385	2.58983	1.57133	0.55674	1.4755	0.19199000000000002	1.28921	0.09551	3.92666	7.4722	0.35175	0.00658	0.0	0.0	0.01287	10.219439999999999	0.0	0.01461	0.01149	25.88716	0.58345	0.51747	0.0	0.14251	0.00336	22.182560000000002	0.0	0.0	0.00456	0.0	0.19975	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G78849	0.03045	88.02533000000001	8.97856	0.01661	0.66806	0.0010400000000000001	0.006940000000000001	0.00126	0.00078	0.0028699999999999997	0.0	0.0	0.0	0.0	0.0	0.00302	0.0	0.00035	0.0	0.0028699999999999997	0.0	0.0	0.0	0.0	0.00073	0.0	0.0	0.00182	0.0	2.05215	0.0	0.0	0.0	0.0	0.0044399999999999995	0.0	0.0	0.0	0.0	0.0
G69156	0.01057	96.93738	0.09215	0.00014	0.30826	0.00015	0.0037700000000000003	0.0	0.0	0.00763	0.0	0.0	0.0	2.61432	0.0	0.0	0.0	0.00981	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01287	0.00218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G69195	30.31952	7.503189999999999	1.90838	0.29336	0.0	0.33948	0.98921	0.01714	1.205	1.39891	0.02617	0.23646	0.0	0.0	0.15454	11.74368	0.0	0.0	0.10388	6.51317	0.0	0.11375	0.00108	0.58525	0.0523	8.37384	0.0	0.0	0.0	0.0	0.0081	0.0	0.04215	0.0	0.0	0.2868	0.0	0.0	0.03683	0.0
G80527	94.84466	0.00585	0.01975	0.03622	0.01766	0.05731	0.00498	0.0	0.0	0.0	0.01004	0.0	0.0	0.0	0.0	0.0	0.0	0.00033	0.0	0.0	0.19765	0.0	0.0	0.0	0.0	0.0	0.0	4.78191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G80621	8.706	0.14620999999999998	64.39689	12.705219999999999	0.009470000000000001	0.12559	0.0	0.0	2.65714	0.08032	0.09888999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.014130000000000002	0.0	0.0	0.06372	0.0	0.0	0.0	0.0	0.0	0.0	9.86894	0.29925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5085
G80461	79.60436	0.35425	1.16054	0.02332	0.0	2.74479	0.35465	0.07364	0.18117	0.45371999999999996	0.0	0.08083	3.8864400000000003	0.0	0.37095	4.34567	0.27379000000000003	0.0	0.68482	0.0	0.0551	0.05516	0.0	3.22804	0.0	0.0	0.009009999999999999	0.0	0.22125	0.017769999999999998	0.0	1.8026200000000001	0.00424	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G80328	1.0079	45.60325	0.02503	0.0	0.11055	0.72237	0.50132	0.08336	0.0	1.90898	0.14637999999999998	0.28459	0.00252	6.89894	0.07708	0.46024	0.0	6.8699	0.0	1.9761	0.15239	3.7728800000000002	6.0711900000000005	5.700130000000001	0.80658	0.0	0.0	0.02364	0.0	4.35318	0.0	0.046360000000000005	0.0	0.0	6.64982	2.64328	0.0	0.0	0.0040100000000000005	0.0
G78822	39.43371	1.7123599999999999	0.78722	0.27051	0.0	1.73623	0.7761899999999999	0.02866	0.12615	0.00823	11.18897	0.8293	4.562130000000001	0.0	0.0	5.02824	0.06096	0.5770000000000001	0.225	0.20457999999999998	0.0	0.0	0.00875	2.16984	11.73357	0.0	0.01877	0.0	0.17479	0.0	6.899719999999999	4.6420900000000005	0.0	0.37285999999999997	0.0	0.0	0.0	0.00742	0.0	0.0
G78488	4.4834	0.08546000000000001	2.2678599999999998	0.06116	0.0192	2.78745	0.26764	0.07724	0.00244	0.00079	2.8255	0.2863	0.91859	0.0	0.01385	5.04664	0.08306000000000001	1.45986	0.0	0.0	0.041389999999999996	0.0	0.42494	0.0	0.31375	0.0	0.0	0.06095	0.033389999999999996	0.0	67.16758	0.20424	0.0	0.0426	0.0	0.0	7.421360000000001	0.0	0.0	0.0
G78820	54.736230000000006	15.2586	1.92363	15.09954	0.0	0.26947	0.12245	0.56404	0.0	0.00813	4.611680000000001	0.62008	0.67804	0.17239000000000002	0.04477	0.93775	0.033339999999999995	0.0	0.21898	0.0	0.0	0.41295	0.0	0.0	0.0	0.0	0.0	0.02743	2.73149	0.0	0.0	0.0	0.0	0.0	0.04332	0.0	0.0	0.0	0.0	0.44785
G78821	67.75562	9.76333	0.13758	0.28063	0.03986	0.66233	0.04282	0.18411	2.14914	0.08348	10.27688	0.08295	3.71601	0.0	0.03336	3.45091	0.0085	0.17714000000000002	0.10604000000000001	0.0	0.07392	0.02327	0.0	0.0084	0.022269999999999998	0.01916	0.02506	0.008190000000000001	0.07857	0.0	0.00234	0.0	0.0	0.01273	0.0	0.0	0.0	0.0	0.0	0.03204
G78490	37.04506	1.36643	2.34134	0.03972	0.0928	1.04294	3.4771099999999997	0.0	0.0	0.7975800000000001	0.9977799999999999	0.97406	3.8503	0.0	0.04512	2.79988	0.0	0.0596	0.0	4.57327	0.0	0.27933	0.12663	2.87534	23.13009	0.0	0.0	0.0	0.0	0.0	0.4088	0.3853	0.0	0.36511	0.0	0.0	0.0	0.0	0.0	0.0
G78489	29.01153	0.90148	0.025869999999999997	0.05341	0.0	2.92633	1.00213	0.05325	0.01635	3.9007099999999997	2.25632	0.26356	2.54316	0.0	0.06012000000000001	15.398229999999998	0.02735	0.5687	0.0	23.02386	0.09501	1.57451	0.21100000000000002	2.79973	6.42781	0.06006	0.0	0.0	0.01284	0.0	0.45824	0.5655100000000001	0.0	0.15272	0.0	0.0	0.0	0.0	0.0	0.0
G78840	23.90162	28.52504	0.047060000000000005	0.14463	0.0609	1.23624	0.2033	0.30149000000000004	0.17543	0.0005099999999999999	37.7641	0.14242	0.01402	0.46613000000000004	0.03456	4.45366	0.012790000000000001	0.0	0.0	0.0	0.0	0.07295	0.0	0.0	0.0	0.0	0.00822	0.0	0.27765	0.01846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G78819	28.756990000000002	20.58124	14.876629999999999	0.27386	0.0	0.1191	0.16383	0.01888	2.4182200000000003	0.028210000000000002	17.78319	0.03808	0.32136	0.00434	0.05752	9.04658	0.0	0.0	0.0	0.028480000000000002	0.0	0.0206	0.0	0.0	0.0	0.0	0.0	4.2045	0.48116000000000003	0.0050100000000000006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G78645	18.636689999999998	36.25029	0.88726	0.47498999999999997	0.06763999999999999	3.14815	0.011770000000000001	0.0	0.0	0.02332	3.48939	0.2372	2.4704200000000003	0.0	0.20401	1.95133	0.01192	0.0007700000000000001	0.08183	0.01874	0.06548	0.015969999999999998	1.76173	0.0	0.00091	0.0	0.0010400000000000001	2.75208	0.20649	0.0	0.0	0.0	0.0	0.18715	9.04503	0.20956	0.056720000000000007	0.0	0.0	1.1457
G69180	60.26586999999999	12.34788	0.51013	0.14532	0.0	7.21368	0.028560000000000002	0.09987	0.0	1.64352	7.3322199999999995	0.06373	2.2702299999999997	0.0	0.2511	3.75225	0.12477	0.0	0.63352	0.0	0.0	0.02984	0.4724	0.0	0.0	0.0	0.0	0.24376	0.33702	0.0	0.0	0.0	0.0	0.02702	0.0	0.0	0.07982	0.0	0.0	0.84296
G78644	0.02241	65.2725	4.19125	0.2954	0.01241	9.559510000000001	0.00548	0.0	0.0	0.00267	0.0	2.1912	0.0	0.0	0.6744600000000001	0.0	3.2300299999999997	0.0	12.68673	0.00043	1.03526	0.0	0.0	0.0	0.0	0.0	0.00503	0.043269999999999996	0.0	0.63893	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G78680	20.771520000000002	54.88848	0.19353	0.33288	0.04929	2.44533	0.14264000000000002	0.15741	0.5059100000000001	0.708	0.0	0.0039	0.01305	0.0	0.0	3.18106	0.05209	0.05987000000000001	0.20614000000000002	0.0	0.04419	0.0	0.0	0.0	0.20313	0.00173	0.0	0.0	0.0	0.026310000000000004	0.04185	0.0	15.81352	0.0	0.0	0.0	0.0	0.00149	0.0	0.13179000000000002
G78879	55.80956	1.68503	0.25886	0.09268	0.0376	1.56623	4.54453	0.0181	0.17197	0.9069299999999999	0.061560000000000004	0.78893	0.76251	0.0	0.13635	5.24621	0.08922999999999999	0.0	0.2364	15.46989	0.08301	0.0	0.0	0.0	0.00621	9.76808	0.0026	0.0	0.0	0.0	0.0	0.0	0.69697	0.03998	0.0	0.337	0.0	0.00409	0.0	0.0
G78773	83.88927	0.16985	0.22233000000000003	0.018580000000000003	0.25798000000000004	1.85582	2.55144	0.03884	0.02586	0.02019	0.05006	0.8526799999999999	3.1487	0.0	0.038310000000000004	5.06637	0.12887	0.40741	0.32650999999999997	0.0011099999999999999	0.22857	0.0	0.0	0.0	0.017419999999999998	0.0	0.03796	0.0	0.0	0.0	0.0	0.026719999999999997	0.00969	0.0	0.0	0.5456300000000001	0.0	0.0056700000000000006	0.0	0.0
G78674	49.60593	27.866329999999998	2.83668	5.2240400000000005	0.00547	0.21624000000000002	0.37062	0.1495	0.0	0.0	0.03773	0.13872	0.08667000000000001	0.08881	0.0	0.0	0.0	0.0	0.0	0.0	0.02926	0.0	0.0	0.0	0.0	0.0	0.0318	0.02748	0.0	0.07697000000000001	0.0	0.0	13.03397	0.0	0.0	0.0	0.0	0.05852	0.0	0.0
G78673	3.8610900000000004	4.64684	2.6954599999999997	0.02355	0.04415	2.25628	0.24711999999999998	0.11621	0.00692	0.0	2.94215	0.3034	0.79252	0.0	0.0021899999999999997	4.15919	0.052739999999999995	1.56841	0.0	0.0	0.07512	0.0	0.98806	0.0	0.24168	0.0	0.0	0.04797	0.01736	0.0	61.43479	0.22150999999999998	0.0	0.01001	0.0	0.0	7.99803	0.0	0.0	0.0
G78878	75.06407	0.11217	0.07162	2.8708099999999996	0.30961	4.697769999999999	0.0	0.0	0.59659	0.0	0.0	0.5515100000000001	3.16557	0.00073	0.9843200000000001	0.0	0.19469	7.02716	0.52889	0.0	0.031160000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.33816	0.03213	0.0	0.0645	0.0	0.21915	0.0	0.1235
G80532	77.3452	11.66127	0.36899	1.3322100000000001	0.45893999999999996	3.6981800000000002	0.00367	0.00116	1.22641	0.00081	1.43533	0.0	0.0	0.0005200000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.00657	0.0	0.31983	0.0	0.008440000000000001	0.0	0.0003	1.10758	0.0	0.0023899999999999998	0.0	0.0	0.0	0.0	0.00293	0.0	0.00307	0.0	0.0	0.24725
G80419	75.35076	1.56358	0.00952	0.11395	0.01529	0.15007	0.18479	0.07987000000000001	0.01455	4.3562199999999995	3.4228	0.17127	0.17695999999999998	0.0	0.006840000000000001	0.0	0.0051600000000000005	0.19102	0.08753999999999999	4.85277	0.07633	0.17945	0.8763	0.46843	0.15215	0.0	0.0	0.0	0.01596	0.0	0.0	1.05245	0.0	0.029939999999999998	1.79855	0.0	0.01944	0.00374	0.0	0.0
G78593	37.822959999999995	24.89893	0.6219	1.41618	0.02947	13.42365	0.62347	0.0	0.059320000000000005	5.8926300000000005	0.0	0.18402000000000002	0.0	0.0	0.00829	2.31301	0.0	0.0	0.08835	0.78706	0.04185	1.52542	0.34347	1.19541	1.514	0.00982	0.00093	0.06269	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.053610000000000005	0.0
G78829	12.479619999999999	11.00052	0.01944	1.89725	0.46343	2.90278	0.11022	0.0	1.34791	10.02557	1.7636599999999998	0.5927100000000001	0.01125	0.0016300000000000002	0.02528	8.663780000000001	0.0	0.0	0.0	20.12479	0.7135600000000001	0.32600999999999997	1.62595	15.188679999999998	3.4023	0.48323	0.01142	0.0	0.0	0.0	0.026619999999999998	0.0	4.45669	0.01718	0.0	0.13362000000000002	0.0	0.0	0.0	0.0
G78592	45.96455	42.952420000000004	2.11939	0.06565	0.40775	0.68082	0.17703	0.03634	0.0	0.0	0.0	0.0	0.01171	1.79377	0.0	0.00244	0.06242999999999999	0.00648	0.39584	0.0007	0.06423	0.0	4.156280000000001	0.0	0.56552	0.0	0.00598	0.02085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14841	0.0	0.0	0.0
G78679	54.33794	14.712570000000001	3.3205400000000003	0.55612	0.03071	7.509689999999999	0.0	0.07215	0.0	0.0	12.97649	1.07196	0.0	0.14597000000000002	0.0	0.0	0.0	0.00236	0.0	0.0	0.0033200000000000005	0.0	2.83542	0.0	0.24031999999999998	0.0	0.0	0.33838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G78877	49.13289	14.051779999999999	0.11873	4.67396	0.47431	11.75066	0.01795	0.03937	0.0	4.55199	2.11663	1.2779399999999999	0.21773	0.0	0.0	0.18074	0.0	0.09727000000000001	0.0	2.2042900000000003	0.14461	0.10008	3.03668	5.317	0.31293000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03065	0.0	0.0	0.0	0.0	0.0	0.03007	0.0
